"table_name","column_name","data_type","nullable","column_default","primary_key","references_table","references_column","total_columns","policies_count","policy_names","triggers_count","trigger_names"
"messages","group_id","uuid","NULL","null","","groups","group_id","7","0","","0",""
"messages","group_id","uuid","NULL","null","","groups","group_id","7","0","","0",""
"messages","group_id","uuid","NULL","null","","groups","group_id","7","0","","0",""
"messages","group_id","uuid","NULL","null","","groups","group_id","7","0","","0",""
"messages","title","text","NULL","null","","null","null","7","0","","0",""
"messages","content","text","NULL","null","","null","null","7","0","","0",""
"messages","created_at","timestamp without time zone","NULL","now()","","null","null","7","0","","0",""
"messages","updated_at","timestamp without time zone","NULL","now()","","null","null","7","0","","0",""
"news","news_id","uuid","NOT NULL","null","PK","null","null","8","0","","0",""
"news","title","text","NULL","null","","null","null","8","0","","0",""
"news","content","text","NULL","null","","null","null","8","0","","0",""
"news","photo","text","NULL","null","","null","null","8","0","","0",""
"news","source_link","text","NULL","null","","null","null","8","0","","0",""
"news","created_by","uuid","NULL","null","","users","id","8","0","","0",""
"news","created_by","uuid","NULL","null","","admins","admin_id","8","0","","0",""
"news","created_by","uuid","NULL","null","","users","id","8","0","","0",""
"news","created_by","uuid","NULL","null","","users","id","8","0","","0",""
"news","created_by","uuid","NULL","null","","admins","admin_id","8","0","","0",""
"news","created_by","uuid","NULL","null","","admins","admin_id","8","0","","0",""
"news","created_by","uuid","NULL","null","","users","id","8","0","","0",""
"news","created_by","uuid","NULL","null","","users","id","8","0","","0",""
"news","created_by","uuid","NULL","null","","admins","admin_id","8","0","","0",""
"news","created_by","uuid","NULL","null","","users","id","8","0","","0",""
"news","created_at","timestamp without time zone","NULL","now()","","null","null","8","0","","0",""
"news","updated_at","timestamp without time zone","NULL","now()","","null","null","8","0","","0",""
"news_target_audience","news_id","uuid","NOT NULL","null","PK","news","news_id","2","0","","0",""
"news_target_audience","news_id","uuid","NOT NULL","null","PK","news","news_id","2","0","","0",""
"news_target_audience","target_group","text","NOT NULL","null","PK","null","null","2","0","","0",""
"organized_competition_participants","participant_id","uuid","NOT NULL","null","PK","null","null","8","0","","0",""
"organized_competition_participants","organized_competition_id","uuid","NULL","null","","organized_competitions","organized_competition_id","8","0","","0",""
"organized_competition_participants","organized_competition_id","uuid","NULL","null","","organized_competitions","organized_competition_id","8","0","","0",""
"organized_competition_participants","organized_competition_id","uuid","NULL","null","","organized_competitions","organized_competition_id","8","0","","0",""
"organized_competition_participants","organized_competition_id","uuid","NULL","null","","organized_competitions","organized_competition_id","8","0","","0",""
"organized_competition_participants","organized_competition_id","uuid","NULL","null","","organized_competitions","organized_competition_id","8","0","","0",""
"organized_competition_participants","organized_competition_id","uuid","NULL","null","","organized_competitions","organized_competition_id","8","0","","0",""
"organized_competition_participants","organized_competition_id","uuid","NULL","null","","organized_competitions","organized_competition_id","8","0","","0",""
"organized_competition_participants","organized_competition_id","uuid","NULL","null","","organized_competitions","organized_competition_id","8","0","","0",""
"organized_competition_participants","organized_competition_id","uuid","NULL","null","","organized_competitions","organized_competition_id","8","0","","0",""
"organized_competition_participants","organized_competition_id","uuid","NULL","null","","organized_competitions","organized_competition_id","8","0","","0",""
"organized_competition_participants","athlete_id","uuid","NULL","null","","athletes","athlete_id","8","0","","0",""
"organized_competition_participants","athlete_id","uuid","NULL","null","","athletes","athlete_id","8","0","","0",""
"organized_competition_participants","athlete_id","uuid","NULL","null","","athletes","athlete_id","8","0","","0",""
"organized_competition_participants","athlete_id","uuid","NULL","null","","athletes","athlete_id","8","0","","0",""
"organized_competition_participants","athlete_id","uuid","NULL","null","","athletes","athlete_id","8","0","","0",""
"organized_competition_participants","athlete_id","uuid","NULL","null","","athletes","athlete_id","8","0","","0",""
"organized_competition_participants","athlete_id","uuid","NULL","null","","athletes","athlete_id","8","0","","0",""
"organized_competition_participants","athlete_id","uuid","NULL","null","","athletes","athlete_id","8","0","","0",""
"organized_competition_participants","athlete_id","uuid","NULL","null","","athletes","athlete_id","8","0","","0",""
"organized_competition_participants","athlete_id","uuid","NULL","null","","athletes","athlete_id","8","0","","0",""
"organized_competition_participants","athlete_id","uuid","NULL","null","","athletes","athlete_id","8","0","","0",""
"organized_competition_participants","athlete_id","uuid","NULL","null","","athletes","athlete_id","8","0","","0",""
"organized_competition_participants","athlete_id","uuid","NULL","null","","athletes","athlete_id","8","0","","0",""
"organized_competition_participants","athlete_id","uuid","NULL","null","","athletes","athlete_id","8","0","","0",""
"organized_competition_participants","athlete_id","uuid","NULL","null","","athletes","athlete_id","8","0","","0",""
"organized_competition_participants","athlete_id","uuid","NULL","null","","athletes","athlete_id","8","0","","0",""
"organized_competition_participants","athlete_id","uuid","NULL","null","","athletes","athlete_id","8","0","","0",""
"organized_competition_participants","athlete_id","uuid","NULL","null","","athletes","athlete_id","8","0","","0",""
"organized_competition_participants","athlete_id","uuid","NULL","null","","athletes","athlete_id","8","0","","0",""
"organized_competition_participants","athlete_id","uuid","NULL","null","","athletes","athlete_id","8","0","","0",""
"organized_competition_participants","athlete_id","uuid","NULL","null","","athletes","athlete_id","8","0","","0",""
"organized_competition_participants","athlete_id","uuid","NULL","null","","athletes","athlete_id","8","0","","0",""
"organized_competition_participants","athlete_id","uuid","NULL","null","","athletes","athlete_id","8","0","","0",""
"organized_competition_participants","athlete_id","uuid","NULL","null","","athletes","athlete_id","8","0","","0",""
"organized_competition_participants","athlete_id","uuid","NULL","null","","athletes","athlete_id","8","0","","0",""
"organized_competition_participants","athlete_id","uuid","NULL","null","","athletes","athlete_id","8","0","","0",""
"organized_competition_participants","athlete_id","uuid","NULL","null","","athletes","athlete_id","8","0","","0",""
"organized_competition_participants","athlete_id","uuid","NULL","null","","athletes","athlete_id","8","0","","0",""
"organized_competition_participants","athlete_id","uuid","NULL","null","","athletes","athlete_id","8","0","","0",""
"organized_competition_participants","athlete_id","uuid","NULL","null","","athletes","athlete_id","8","0","","0",""
"organized_competition_participants","athlete_id","uuid","NULL","null","","athletes","athlete_id","8","0","","0",""
"organized_competition_participants","athlete_id","uuid","NULL","null","","athletes","athlete_id","8","0","","0",""
"organized_competition_participants","athlete_id","uuid","NULL","null","","athletes","athlete_id","8","0","","0",""
"organized_competition_participants","athlete_id","uuid","NULL","null","","athletes","athlete_id","8","0","","0",""
"organized_competition_participants","athlete_id","uuid","NULL","null","","athletes","athlete_id","8","0","","0",""
"organized_competition_participants","athlete_id","uuid","NULL","null","","athletes","athlete_id","8","0","","0",""
"organized_competition_participants","athlete_id","uuid","NULL","null","","athletes","athlete_id","8","0","","0",""
"organized_competition_participants","age_group_id","uuid","NULL","null","","age_groups","age_group_id","8","0","","0",""
"organized_competition_participants","age_group_id","uuid","NULL","null","","age_groups","age_group_id","8","0","","0",""
"organized_competition_participants","age_group_id","uuid","NULL","null","","age_groups","age_group_id","8","0","","0",""
"organized_competition_participants","age_group_id","uuid","NULL","null","","age_groups","age_group_id","8","0","","0",""
"organized_competition_participants","age_group_id","uuid","NULL","null","","age_groups","age_group_id","8","0","","0",""
"organized_competition_participants","gender","text","NULL","null","","null","null","8","0","","0",""
"organized_competition_participants","equipment","text","NULL","null","","null","null","8","0","","0",""
"organized_competition_participants","created_at","timestamp without time zone","NULL","now()","","null","null","8","0","","0",""
"organized_competition_participants","updated_at","timestamp without time zone","NULL","now()","","null","null","8","0","","0",""
"organized_competitions","organized_competition_id","uuid","NOT NULL","null","PK","null","null","11","0","","0",""
"organized_competitions","name","text","NULL","null","","null","null","11","0","","0",""
"organized_competitions","type","text","NULL","null","","null","null","11","0","","0",""
"organized_competitions","distance","integer","NULL","null","","null","null","11","0","","0",""
"organized_competitions","environment","text","NULL","null","","null","null","11","0","","0",""
"organized_competitions","start_date","date","NULL","null","","null","null","11","0","","0",""
"organized_competitions","end_date","date","NULL","null","","null","null","11","0","","0",""
"organized_competitions","created_by","uuid","NULL","null","","admins","admin_id","11","0","","0",""
"organized_competitions","created_by","uuid","NULL","null","","users","id","11","0","","0",""
"organized_competitions","created_by","uuid","NULL","null","","users","id","11","0","","0",""
"organized_competitions","created_by","uuid","NULL","null","","admins","admin_id","11","0","","0",""
"organized_competitions","created_by","uuid","NULL","null","","users","id","11","0","","0",""
"organized_competitions","created_by","uuid","NULL","null","","users","id","11","0","","0",""
"organized_competitions","created_by","uuid","NULL","null","","admins","admin_id","11","0","","0",""
"organized_competitions","created_by","uuid","NULL","null","","users","id","11","0","","0",""
"organized_competitions","created_by","uuid","NULL","null","","users","id","11","0","","0",""
"organized_competitions","created_by","uuid","NULL","null","","users","id","11","0","","0",""
"organized_competitions","organizing_club_id","uuid","NULL","null","","clubs","club_id","11","0","","0",""
"organized_competitions","organizing_club_id","uuid","NULL","null","","clubs","club_id","11","0","","0",""
"organized_competitions","created_at","timestamp without time zone","NULL","now()","","null","null","11","0","","0",""
"organized_competitions","updated_at","timestamp without time zone","NULL","now()","","null","null","11","0","","0",""
"organized_elimination_matches","match_id","uuid","NOT NULL","null","PK","null","null","17","0","","0",""
"organized_elimination_matches","organized_competition_id","uuid","NULL","null","","organized_competitions","organized_competition_id","17","0","","0",""
"organized_elimination_matches","organized_competition_id","uuid","NULL","null","","organized_competitions","organized_competition_id","17","0","","0",""
"organized_elimination_matches","organized_competition_id","uuid","NULL","null","","organized_competitions","organized_competition_id","17","0","","0",""
"organized_elimination_matches","organized_competition_id","uuid","NULL","null","","organized_competitions","organized_competition_id","17","0","","0",""
"organized_elimination_matches","organized_competition_id","uuid","NULL","null","","organized_competitions","organized_competition_id","17","0","","0",""
"organized_elimination_matches","organized_competition_id","uuid","NULL","null","","organized_competitions","organized_competition_id","17","0","","0",""
"organized_elimination_matches","organized_competition_id","uuid","NULL","null","","organized_competitions","organized_competition_id","17","0","","0",""
"organized_elimination_matches","organized_competition_id","uuid","NULL","null","","organized_competitions","organized_competition_id","17","0","","0",""
"organized_elimination_matches","organized_competition_id","uuid","NULL","null","","organized_competitions","organized_competition_id","17","0","","0",""
"organized_elimination_matches","organized_competition_id","uuid","NULL","null","","organized_competitions","organized_competition_id","17","0","","0",""
"organized_elimination_matches","round_number","integer","NULL","null","","null","null","17","0","","0",""
"organized_elimination_matches","match_type","text","NULL","null","","null","null","17","0","","0",""
"organized_elimination_matches","athlete1_id","uuid","NULL","null","","athletes","athlete_id","17","0","","0",""
"organized_elimination_matches","athlete1_id","uuid","NULL","null","","athletes","athlete_id","17","0","","0",""
"organized_elimination_matches","athlete2_id","uuid","NULL","null","","athletes","athlete_id","17","0","","0",""
"organized_elimination_matches","athlete2_id","uuid","NULL","null","","athletes","athlete_id","17","0","","0",""
"organized_elimination_matches","team1_id","uuid","NULL","null","","clubs","club_id","17","0","","0",""
"organized_elimination_matches","team1_id","uuid","NULL","null","","clubs","club_id","17","0","","0",""
"organized_elimination_matches","team2_id","uuid","NULL","null","","clubs","club_id","17","0","","0",""
"organized_elimination_matches","team2_id","uuid","NULL","null","","clubs","club_id","17","0","","0",""
"organized_elimination_matches","score_athlete1","integer","NULL","null","","null","null","17","0","","0",""
"organized_elimination_matches","score_athlete2","integer","NULL","null","","null","null","17","0","","0",""
"organized_elimination_matches","score_team1","integer","NULL","null","","null","null","17","0","","0",""
"organized_elimination_matches","score_team2","integer","NULL","null","","null","null","17","0","","0",""
"organized_elimination_matches","winner_id","uuid","NULL","null","","athletes","athlete_id","17","0","","0",""
"organized_elimination_matches","winner_id","uuid","NULL","null","","athletes","athlete_id","17","0","","0",""
"organized_elimination_matches","winner_team_id","uuid","NULL","null","","clubs","club_id","17","0","","0",""
"organized_elimination_matches","winner_team_id","uuid","NULL","null","","clubs","club_id","17","0","","0",""
"organized_elimination_matches","target_photo","text","NULL","null","","null","null","17","0","","0",""
"organized_elimination_matches","created_at","timestamp without time zone","NULL","now()","","null","null","17","0","","0",""
"organized_elimination_matches","updated_at","timestamp without time zone","NULL","now()","","null","null","17","0","","0",""
"organized_scores","score_id","uuid","NOT NULL","null","PK","null","null","10","0","","0",""
"organized_scores","organized_competition_id","uuid","NULL","null","","organized_competitions","organized_competition_id","10","0","","0",""
"organized_scores","organized_competition_id","uuid","NULL","null","","organized_competitions","organized_competition_id","10","0","","0",""
"organized_scores","organized_competition_id","uuid","NULL","null","","organized_competitions","organized_competition_id","10","0","","0",""
"organized_scores","organized_competition_id","uuid","NULL","null","","organized_competitions","organized_competition_id","10","0","","0",""
"organized_scores","organized_competition_id","uuid","NULL","null","","organized_competitions","organized_competition_id","10","0","","0",""
"organized_scores","organized_competition_id","uuid","NULL","null","","organized_competitions","organized_competition_id","10","0","","0",""
"organized_scores","organized_competition_id","uuid","NULL","null","","organized_competitions","organized_competition_id","10","0","","0",""
"organized_scores","organized_competition_id","uuid","NULL","null","","organized_competitions","organized_competition_id","10","0","","0",""
"organized_scores","organized_competition_id","uuid","NULL","null","","organized_competitions","organized_competition_id","10","0","","0",""
"organized_scores","organized_competition_id","uuid","NULL","null","","organized_competitions","organized_competition_id","10","0","","0",""
"organized_scores","athlete_id","uuid","NULL","null","","athletes","athlete_id","10","0","","0",""
"organized_scores","athlete_id","uuid","NULL","null","","athletes","athlete_id","10","0","","0",""
"organized_scores","athlete_id","uuid","NULL","null","","athletes","athlete_id","10","0","","0",""
"organized_scores","athlete_id","uuid","NULL","null","","athletes","athlete_id","10","0","","0",""
"organized_scores","athlete_id","uuid","NULL","null","","athletes","athlete_id","10","0","","0",""
"organized_scores","athlete_id","uuid","NULL","null","","athletes","athlete_id","10","0","","0",""
"organized_scores","athlete_id","uuid","NULL","null","","athletes","athlete_id","10","0","","0",""
"organized_scores","athlete_id","uuid","NULL","null","","athletes","athlete_id","10","0","","0",""
"organized_scores","athlete_id","uuid","NULL","null","","athletes","athlete_id","10","0","","0",""
"organized_scores","athlete_id","uuid","NULL","null","","athletes","athlete_id","10","0","","0",""
"organized_scores","athlete_id","uuid","NULL","null","","athletes","athlete_id","10","0","","0",""
"organized_scores","athlete_id","uuid","NULL","null","","athletes","athlete_id","10","0","","0",""
"organized_scores","athlete_id","uuid","NULL","null","","athletes","athlete_id","10","0","","0",""
"organized_scores","athlete_id","uuid","NULL","null","","athletes","athlete_id","10","0","","0",""
"organized_scores","athlete_id","uuid","NULL","null","","athletes","athlete_id","10","0","","0",""
"organized_scores","athlete_id","uuid","NULL","null","","athletes","athlete_id","10","0","","0",""
"organized_scores","athlete_id","uuid","NULL","null","","athletes","athlete_id","10","0","","0",""
"organized_scores","athlete_id","uuid","NULL","null","","athletes","athlete_id","10","0","","0",""
"organized_scores","athlete_id","uuid","NULL","null","","athletes","athlete_id","10","0","","0",""
"organized_scores","athlete_id","uuid","NULL","null","","athletes","athlete_id","10","0","","0",""
"organized_scores","athlete_id","uuid","NULL","null","","athletes","athlete_id","10","0","","0",""
"organized_scores","athlete_id","uuid","NULL","null","","athletes","athlete_id","10","0","","0",""
"organized_scores","athlete_id","uuid","NULL","null","","athletes","athlete_id","10","0","","0",""
"organized_scores","athlete_id","uuid","NULL","null","","athletes","athlete_id","10","0","","0",""
"organized_scores","athlete_id","uuid","NULL","null","","athletes","athlete_id","10","0","","0",""
"organized_scores","athlete_id","uuid","NULL","null","","athletes","athlete_id","10","0","","0",""
"organized_scores","athlete_id","uuid","NULL","null","","athletes","athlete_id","10","0","","0",""
"organized_scores","athlete_id","uuid","NULL","null","","athletes","athlete_id","10","0","","0",""
"organized_scores","athlete_id","uuid","NULL","null","","athletes","athlete_id","10","0","","0",""
"organized_scores","athlete_id","uuid","NULL","null","","athletes","athlete_id","10","0","","0",""
"organized_scores","athlete_id","uuid","NULL","null","","athletes","athlete_id","10","0","","0",""
"organized_scores","athlete_id","uuid","NULL","null","","athletes","athlete_id","10","0","","0",""
"organized_scores","athlete_id","uuid","NULL","null","","athletes","athlete_id","10","0","","0",""
"organized_scores","athlete_id","uuid","NULL","null","","athletes","athlete_id","10","0","","0",""
"organized_scores","athlete_id","uuid","NULL","null","","athletes","athlete_id","10","0","","0",""
"organized_scores","athlete_id","uuid","NULL","null","","athletes","athlete_id","10","0","","0",""
"organized_scores","athlete_id","uuid","NULL","null","","athletes","athlete_id","10","0","","0",""
"organized_scores","round_number","integer","NULL","null","","null","null","10","0","","0",""
"organized_scores","score","integer","NULL","null","","null","null","10","0","","0",""
"organized_scores","total_score","integer","NULL","null","","null","null","10","0","","0",""
"organized_scores","average_score","integer","NULL","null","","null","null","10","0","","0",""
"organized_scores","target_photo","text","NULL","null","","null","null","10","0","","0",""
"organized_scores","created_at","timestamp without time zone","NULL","now()","","null","null","10","0","","0",""
"organized_scores","updated_at","timestamp without time zone","NULL","now()","","null","null","10","0","","0",""
"parents","parent_id","uuid","NOT NULL","null","PK","null","null","9","0","","0",""
"parents","first_name","text","NULL","null","","null","null","9","0","","0",""
"parents","last_name","text","NULL","null","","null","null","9","0","","0",""
"parents","phone_number","text","NULL","null","","null","null","9","0","","0",""
"parents","email","text","NULL","null","","null","null","9","0","","0",""
"parents","address","text","NULL","null","","null","null","9","0","","0",""
"parents","city","text","NULL","null","","null","null","9","0","","0",""
"parents","country","text","NULL","null","","null","null","9","0","","0",""
"parents","notes","text","NULL","null","","null","null","9","0","","0",""
"profiles","id","uuid","NOT NULL","null","PK","users","id","15","0","","0",""
"profiles","first_name","text","NULL","null","","null","null","15","0","","0",""
"profiles","last_name","text","NULL","null","","null","null","15","0","","0",""
"profiles","role","USER-DEFINED","NULL","null","","null","null","15","0","","0",""
"profiles","role_id","uuid","NULL","null","","null","null","15","0","","0",""
"profiles","created_at","timestamp without time zone","NULL","now()","","null","null","15","0","","0",""
"profiles","updated_at","timestamp without time zone","NULL","now()","","null","null","15","0","","0",""
"profiles","photo","text","NULL","null","","null","null","15","0","","0",""
"profiles","coach_id","uuid","NULL","null","","coaches","coach_id","15","0","","0",""
"profiles","athlete_id","uuid","NULL","null","","athletes","athlete_id","15","0","","0",""
"profiles","birth_date","timestamp with time zone","NULL","null","","null","null","15","0","","0",""
"profiles","photo_url","text","NULL","null","","null","null","15","0","","0",""
"profiles","address","text","NULL","null","","null","null","15","0","","0",""
"profiles","phone_number","text","NULL","null","","null","null","15","0","","0",""
"profiles","gender","text","NULL","null","","null","null","15","0","","0",""
"training_records","training_id","uuid","NOT NULL","null","PK","null","null","14","0","","0",""
"training_records","athlete_id","uuid","NULL","null","","athletes","athlete_id","14","0","","0",""
"training_records","athlete_id","uuid","NULL","null","","athletes","athlete_id","14","0","","0",""
"training_records","athlete_id","uuid","NULL","null","","athletes","athlete_id","14","0","","0",""
"training_records","athlete_id","uuid","NULL","null","","athletes","athlete_id","14","0","","0",""
"training_records","athlete_id","uuid","NULL","null","","athletes","athlete_id","14","0","","0",""
"training_records","athlete_id","uuid","NULL","null","","athletes","athlete_id","14","0","","0",""
"training_records","athlete_id","uuid","NULL","null","","athletes","athlete_id","14","0","","0",""
"training_records","athlete_id","uuid","NULL","null","","athletes","athlete_id","14","0","","0",""
"training_records","athlete_id","uuid","NULL","null","","athletes","athlete_id","14","0","","0",""
"training_records","athlete_id","uuid","NULL","null","","athletes","athlete_id","14","0","","0",""
"training_records","athlete_id","uuid","NULL","null","","athletes","athlete_id","14","0","","0",""
"training_records","athlete_id","uuid","NULL","null","","athletes","athlete_id","14","0","","0",""
"training_records","athlete_id","uuid","NULL","null","","athletes","athlete_id","14","0","","0",""
"training_records","athlete_id","uuid","NULL","null","","athletes","athlete_id","14","0","","0",""
"training_records","athlete_id","uuid","NULL","null","","athletes","athlete_id","14","0","","0",""
"training_records","athlete_id","uuid","NULL","null","","athletes","athlete_id","14","0","","0",""
"training_records","athlete_id","uuid","NULL","null","","athletes","athlete_id","14","0","","0",""
"training_records","athlete_id","uuid","NULL","null","","athletes","athlete_id","14","0","","0",""
"training_records","athlete_id","uuid","NULL","null","","athletes","athlete_id","14","0","","0",""
"training_records","athlete_id","uuid","NULL","null","","athletes","athlete_id","14","0","","0",""
"training_records","athlete_id","uuid","NULL","null","","athletes","athlete_id","14","0","","0",""
"training_records","athlete_id","uuid","NULL","null","","athletes","athlete_id","14","0","","0",""
"training_records","athlete_id","uuid","NULL","null","","athletes","athlete_id","14","0","","0",""
"training_records","athlete_id","uuid","NULL","null","","athletes","athlete_id","14","0","","0",""
"training_records","athlete_id","uuid","NULL","null","","athletes","athlete_id","14","0","","0",""
"training_records","athlete_id","uuid","NULL","null","","athletes","athlete_id","14","0","","0",""
"training_records","athlete_id","uuid","NULL","null","","athletes","athlete_id","14","0","","0",""
"training_records","athlete_id","uuid","NULL","null","","athletes","athlete_id","14","0","","0",""
"training_records","athlete_id","uuid","NULL","null","","athletes","athlete_id","14","0","","0",""
"training_records","athlete_id","uuid","NULL","null","","athletes","athlete_id","14","0","","0",""
"training_records","athlete_id","uuid","NULL","null","","athletes","athlete_id","14","0","","0",""
"training_records","athlete_id","uuid","NULL","null","","athletes","athlete_id","14","0","","0",""
"training_records","athlete_id","uuid","NULL","null","","athletes","athlete_id","14","0","","0",""
"training_records","athlete_id","uuid","NULL","null","","athletes","athlete_id","14","0","","0",""
"training_records","athlete_id","uuid","NULL","null","","athletes","athlete_id","14","0","","0",""
"training_records","athlete_id","uuid","NULL","null","","athletes","athlete_id","14","0","","0",""
"training_records","athlete_id","uuid","NULL","null","","athletes","athlete_id","14","0","","0",""
"training_records","training_date","date","NULL","null","","null","null","14","0","","0",""
"training_records","training_time","time without time zone","NULL","null","","null","null","14","0","","0",""
"training_records","duration","integer","NULL","null","","null","null","14","0","","0",""
"training_records","type","text","NULL","null","","null","null","14","0","","0",""
"training_records","distance","integer","NULL","null","","null","null","14","0","","0",""
"training_records","arrows_shot","integer","NULL","null","","null","null","14","0","","0",""
"training_records","score","integer","NULL","null","","null","null","14","0","","0",""
"training_records","bow_type","text","NULL","null","","null","null","14","0","","0",""
"training_records","notes","text","NULL","null","","null","null","14","0","","0",""
"training_records","target_photo","text","NULL","null","","null","null","14","0","","0",""
"training_records","created_at","timestamp without time zone","NULL","now()","","null","null","14","0","","0",""
"training_records","updated_at","timestamp without time zone","NULL","now()","","null","null","14","0","","0",""
"training_series","id","uuid","NOT NULL","uuid_generate_v4()","PK","null","null","8","5","read_athletes_series, read_own_series, insert_own_series, update_own_series, delete_own_series","4","update_training_series_updated_at, update_session_after_series_change, update_session_after_series_change, update_session_after_series_change"
"training_series","training_id","uuid","NOT NULL","null","","training_sessions","id","8","5","read_athletes_series, read_own_series, insert_own_series, update_own_series, delete_own_series","4","update_training_series_updated_at, update_session_after_series_change, update_session_after_series_change, update_session_after_series_change"
"training_series","series_number","integer","NOT NULL","null","","null","null","8","5","read_athletes_series, read_own_series, insert_own_series, update_own_series, delete_own_series","4","update_training_series_updated_at, update_session_after_series_change, update_session_after_series_change, update_session_after_series_change"
"training_series","arrows","ARRAY","NOT NULL","null","","null","null","8","5","read_athletes_series, read_own_series, insert_own_series, update_own_series, delete_own_series","4","update_training_series_updated_at, update_session_after_series_change, update_session_after_series_change, update_session_after_series_change"
"training_series","total_score","integer","NOT NULL","null","","null","null","8","5","read_athletes_series, read_own_series, insert_own_series, update_own_series, delete_own_series","4","update_training_series_updated_at, update_session_after_series_change, update_session_after_series_change, update_session_after_series_change"
"training_series","created_at","timestamp with time zone","NOT NULL","now()","","null","null","8","5","read_athletes_series, read_own_series, insert_own_series, update_own_series, delete_own_series","4","update_training_series_updated_at, update_session_after_series_change, update_session_after_series_change, update_session_after_series_change"
"training_series","updated_at","timestamp with time zone","NOT NULL","now()","","null","null","8","5","read_athletes_series, read_own_series, insert_own_series, update_own_series, delete_own_series","4","update_training_series_updated_at, update_session_after_series_change, update_session_after_series_change, update_session_after_series_change"
"training_series","x_count","integer","NOT NULL","0","","null","null","8","5","read_athletes_series, read_own_series, insert_own_series, update_own_series, delete_own_series","4","update_training_series_updated_at, update_session_after_series_change, update_session_after_series_change, update_session_after_series_change"
"training_sessions","id","uuid","NOT NULL","uuid_generate_v4()","PK","null","null","14","5","read_own_trainings, insert_own_trainings, update_own_trainings, delete_own_trainings, read_athletes_trainings","1","update_training_sessions_updated_at"
"training_sessions","user_id","uuid","NOT NULL","null","","users","id","14","5","read_own_trainings, insert_own_trainings, update_own_trainings, delete_own_trainings, read_athletes_trainings","1","update_training_sessions_updated_at"
"training_sessions","date","timestamp with time zone","NOT NULL","now()","","null","null","14","5","read_own_trainings, insert_own_trainings, update_own_trainings, delete_own_trainings, read_athletes_trainings","1","update_training_sessions_updated_at"
"training_sessions","distance","integer","NOT NULL","null","","null","null","14","5","read_own_trainings, insert_own_trainings, update_own_trainings, delete_own_trainings, read_athletes_trainings","1","update_training_sessions_updated_at"
"training_sessions","bow_type","text","NOT NULL","null","","null","null","14","5","read_own_trainings, insert_own_trainings, update_own_trainings, delete_own_trainings, read_athletes_trainings","1","update_training_sessions_updated_at"
"training_sessions","is_indoor","boolean","NOT NULL","true","","null","null","14","5","read_own_trainings, insert_own_trainings, update_own_trainings, delete_own_trainings, read_athletes_trainings","1","update_training_sessions_updated_at"
"training_sessions","notes","text","NULL","null","","null","null","14","5","read_own_trainings, insert_own_trainings, update_own_trainings, delete_own_trainings, read_athletes_trainings","1","update_training_sessions_updated_at"
"training_sessions","total_arrows","integer","NOT NULL","0","","null","null","14","5","read_own_trainings, insert_own_trainings, update_own_trainings, delete_own_trainings, read_athletes_trainings","1","update_training_sessions_updated_at"
"training_sessions","total_score","integer","NOT NULL","0","","null","null","14","5","read_own_trainings, insert_own_trainings, update_own_trainings, delete_own_trainings, read_athletes_trainings","1","update_training_sessions_updated_at"
"training_sessions","average","numeric","NOT NULL","0","","null","null","14","5","read_own_trainings, insert_own_trainings, update_own_trainings, delete_own_trainings, read_athletes_trainings","1","update_training_sessions_updated_at"
"training_sessions","created_at","timestamp with time zone","NOT NULL","now()","","null","null","14","5","read_own_trainings, insert_own_trainings, update_own_trainings, delete_own_trainings, read_athletes_trainings","1","update_training_sessions_updated_at"
"training_sessions","updated_at","timestamp with time zone","NOT NULL","now()","","null","null","14","5","read_own_trainings, insert_own_trainings, update_own_trainings, delete_own_trainings, read_athletes_trainings","1","update_training_sessions_updated_at"
"training_sessions","x_count","integer","NOT NULL","0","","null","null","14","5","read_own_trainings, insert_own_trainings, update_own_trainings, delete_own_trainings, read_athletes_trainings","1","update_training_sessions_updated_at"
"training_sessions","name","text","NULL","null","","null","null","14","5","read_own_trainings, insert_own_trainings, update_own_trainings, delete_own_trainings, read_athletes_trainings","1","update_training_sessions_updated_at"
